type,odor,gill_size,gill_color,spore_print_color
poisonous,foul,broad,gray,chocolate
edible,none,broad,brown,black
edible,none,broad,white,brown
edible,none,broad,brown,brown
edible,none,broad,brown,brown
edible,none,broad,white,black
edible,none,broad,purple,black
edible,none,broad,brown,black
edible,none,broad,brown,black
edible,none,broad,white,black
edible,none,broad,brown,brown
poisonous,foul,broad,gray,chocolate
edible,none,broad,pink,brown
edible,none,broad,brown,brown
edible,none,broad,brown,black
edible,none,broad,brown,brown
edible,none,broad,pink,black
edible,none,broad,white,brown
edible,none,broad,purple,brown
edible,none,broad,brown,brown
edible,none,broad,pink,black
edible,none,broad,white,black
edible,none,broad,pink,brown
edible,none,broad,purple,brown
edible,none,broad,white,brown
edible,none,broad,pink,black
edible,none,broad,purple,brown
edible,none,broad,brown,brown
edible,none,broad,brown,brown
edible,none,broad,purple,black
edible,none,broad,pink,brown
edible,none,broad,white,brown
edible,none,broad,pink,brown
poisonous,creosote,narrow,gray,brown
edible,none,broad,brown,brown
edible,none,broad,white,brown
edible,none,broad,pink,black
edible,none,broad,white,brown
edible,none,broad,brown,brown
edible,none,broad,white,brown
edible,none,broad,white,brown
edible,none,broad,pink,brown
edible,none,broad,brown,brown
edible,none,broad,brown,brown
edible,none,broad,brown,brown
edible,none,broad,pink,black
edible,none,broad,purple,black
edible,none,broad,pink,brown
edible,none,broad,white,black
edible,none,broad,purple,black
edible,none,broad,white,brown
edible,none,broad,purple,brown
edible,none,broad,pink,black
edible,none,broad,chocolate,black
edible,none,broad,pink,brown
edible,none,broad,purple,black
edible,none,broad,brown,brown
edible,none,broad,white,black
edible,none,broad,purple,brown
edible,none,broad,white,black
edible,none,broad,pink,black
edible,none,broad,white,black
edible,none,broad,purple,black
edible,none,broad,pink,black
edible,none,broad,white,black
edible,none,broad,white,brown
edible,none,broad,pink,brown
edible,none,broad,pink,brown
edible,none,broad,pink,brown
edible,none,broad,brown,black
edible,none,broad,pink,black
edible,none,broad,purple,black
edible,none,broad,brown,brown
edible,none,broad,brown,black
edible,none,broad,white,brown
edible,none,broad,purple,brown
edible,none,broad,white,brown
edible,none,broad,brown,brown
edible,none,broad,pink,brown
edible,none,broad,white,brown
edible,none,broad,white,black
edible,none,broad,purple,black
edible,none,broad,brown,black
edible,none,broad,purple,brown
edible,none,broad,purple,brown
edible,none,broad,brown,black
edible,none,broad,pink,brown
edible,none,broad,brown,brown
edible,none,broad,purple,black
poisonous,creosote,narrow,pink,brown
edible,none,broad,pink,black
edible,none,broad,white,brown
edible,none,broad,white,brown
edible,none,broad,brown,brown
edible,none,broad,white,black
edible,none,broad,white,black
edible,none,broad,brown,brown
edible,none,broad,white,black
edible,none,broad,white,brown
edible,none,broad,pink,black
edible,none,broad,pink,brown
edible,none,broad,brown,brown
edible,none,broad,pink,black
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,white,brown
edible,none,broad,purple,black
edible,none,broad,brown,brown
edible,none,broad,brown,black
edible,none,broad,brown,black
edible,none,broad,white,brown
edible,none,broad,purple,black
edible,none,broad,white,black
edible,none,broad,purple,brown
edible,none,broad,white,black
edible,none,broad,brown,black
edible,none,broad,purple,black
edible,none,broad,purple,black
edible,none,broad,pink,brown
edible,none,broad,purple,brown
edible,none,broad,purple,black
edible,none,broad,pink,brown
edible,none,broad,pink,black
edible,none,broad,pink,brown
edible,none,broad,white,brown
edible,none,broad,white,black
edible,none,broad,purple,black
edible,none,broad,purple,brown
edible,none,broad,brown,brown
edible,none,broad,pink,brown
edible,none,broad,pink,brown
edible,none,broad,brown,black
edible,none,broad,purple,black
edible,none,broad,pink,brown
edible,none,broad,purple,brown
edible,none,broad,pink,black
edible,none,broad,purple,brown
edible,none,broad,chocolate,black
edible,none,broad,brown,brown
edible,none,broad,white,brown
edible,none,broad,brown,black
edible,none,broad,purple,black
edible,none,broad,purple,brown
edible,none,broad,brown,black
edible,none,broad,white,black
edible,none,broad,white,black
edible,none,broad,purple,black
edible,none,broad,purple,brown
edible,none,broad,pink,brown
edible,none,broad,purple,black
edible,none,broad,pink,black
edible,none,broad,white,brown
edible,none,broad,white,brown
edible,none,broad,brown,black
edible,none,broad,purple,black
edible,none,broad,brown,brown
poisonous,creosote,narrow,pink,black
edible,none,broad,brown,brown
edible,none,broad,pink,brown
edible,none,broad,brown,black
edible,none,broad,white,black
edible,none,broad,white,brown
edible,none,broad,pink,brown
edible,none,broad,white,black
edible,none,broad,brown,brown
edible,none,broad,pink,black
edible,none,broad,white,brown
edible,none,broad,purple,black
edible,none,broad,purple,black
edible,none,broad,white,black
edible,none,broad,purple,brown
edible,none,broad,purple,brown
edible,none,broad,brown,brown
poisonous,foul,broad,gray,chocolate
edible,none,broad,white,brown
edible,none,broad,white,black
edible,none,broad,purple,brown
poisonous,foul,broad,gray,chocolate
edible,none,broad,purple,brown
edible,none,broad,brown,brown
edible,none,broad,purple,black
edible,none,broad,pink,black
edible,none,broad,pink,brown
edible,none,broad,pink,brown
edible,none,broad,brown,black
edible,none,broad,brown,brown
edible,none,broad,white,black
edible,none,broad,purple,black
edible,none,broad,pink,brown
edible,none,broad,purple,black
edible,none,broad,pink,black
edible,none,broad,pink,black
edible,none,broad,brown,black
edible,none,broad,white,brown
edible,none,broad,white,brown
edible,none,broad,pink,black
edible,none,broad,pink,black
edible,none,broad,pink,brown
edible,none,broad,white,black
edible,none,broad,purple,brown
edible,none,broad,white,black
edible,none,broad,white,brown
edible,none,broad,brown,brown
edible,none,broad,white,black
poisonous,creosote,narrow,gray,brown
edible,none,broad,pink,brown
edible,none,broad,brown,black
edible,none,broad,white,brown
edible,none,broad,chocolate,brown
edible,none,broad,brown,brown
edible,none,broad,brown,brown
edible,none,broad,white,brown
edible,none,broad,white,black
edible,none,broad,brown,black
edible,none,broad,brown,black
edible,none,broad,brown,brown
edible,none,broad,brown,brown
edible,none,broad,brown,black
edible,none,broad,white,brown
edible,none,broad,pink,brown
edible,none,broad,pink,brown
edible,none,broad,brown,brown
edible,none,broad,white,brown
edible,none,broad,white,black
edible,none,broad,brown,black
edible,none,broad,white,brown
edible,none,broad,brown,brown
edible,none,broad,purple,black
edible,none,broad,pink,brown
edible,none,broad,brown,brown
edible,none,broad,purple,black
edible,none,broad,purple,black
edible,none,broad,pink,brown
edible,none,broad,purple,black
edible,none,broad,brown,black
edible,none,broad,pink,brown
edible,none,broad,pink,brown
edible,none,broad,white,black
edible,none,broad,purple,black
edible,none,broad,purple,brown
edible,none,broad,brown,black
edible,none,broad,brown,black
edible,none,broad,white,brown
edible,none,broad,white,brown
edible,none,broad,brown,brown
edible,none,broad,purple,black
edible,none,broad,purple,black
edible,none,broad,purple,black
poisonous,creosote,narrow,purple,black
edible,none,broad,pink,brown
edible,none,broad,pink,brown
edible,none,broad,pink,brown
edible,none,broad,pink,black
edible,none,broad,purple,black
edible,none,broad,purple,black
edible,none,broad,brown,brown
edible,none,broad,white,brown
edible,none,broad,white,black
edible,none,broad,white,brown
edible,none,broad,purple,brown
edible,none,broad,brown,brown
edible,none,broad,white,brown
edible,none,broad,white,brown
edible,none,broad,purple,brown
edible,none,broad,pink,black
edible,none,broad,pink,black
edible,none,broad,purple,brown
poisonous,creosote,narrow,purple,black
edible,none,broad,white,black
edible,none,broad,white,black
edible,none,broad,purple,black
edible,none,broad,brown,black
edible,none,broad,brown,black
edible,none,broad,brown,brown
edible,none,broad,purple,brown
edible,none,broad,pink,brown
edible,none,broad,purple,black
edible,none,broad,pink,black
edible,none,broad,white,brown
edible,none,broad,purple,brown
edible,none,broad,pink,black
edible,none,broad,pink,brown
edible,none,broad,white,brown
edible,none,broad,brown,black
edible,none,broad,white,brown
edible,none,broad,pink,brown
edible,none,broad,pink,brown
edible,none,broad,pink,brown
edible,none,broad,black,black
edible,none,broad,white,black
edible,none,broad,brown,brown
edible,none,broad,purple,black
edible,none,broad,brown,black
edible,none,broad,brown,black
poisonous,creosote,narrow,brown,black
edible,none,broad,white,black
edible,none,broad,white,black
edible,none,broad,black,black
edible,none,broad,purple,black
poisonous,creosote,narrow,purple,brown
edible,none,broad,pink,black
edible,none,broad,pink,black
edible,none,broad,purple,black
edible,none,broad,pink,black
edible,none,broad,purple,black
edible,none,broad,brown,brown
edible,none,broad,brown,black
edible,none,broad,white,brown
edible,none,broad,pink,brown
edible,none,broad,brown,brown
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,brown,brown
edible,none,broad,white,black
edible,none,broad,brown,black
edible,none,broad,pink,black
edible,none,broad,pink,black
edible,none,broad,pink,brown
edible,none,broad,brown,brown
edible,none,broad,brown,brown
edible,none,broad,pink,brown
edible,none,broad,purple,black
edible,none,broad,white,black
edible,none,broad,purple,brown
edible,none,broad,brown,brown
edible,none,broad,pink,black
edible,none,broad,white,black
edible,none,broad,purple,brown
edible,none,broad,white,black
edible,none,broad,purple,brown
edible,none,broad,purple,black
edible,none,broad,purple,black
edible,none,broad,brown,black
edible,none,broad,white,brown
poisonous,foul,broad,gray,chocolate
edible,none,broad,pink,black
edible,none,broad,brown,brown
edible,none,broad,pink,brown
edible,none,broad,white,brown
edible,none,broad,brown,black
edible,none,broad,pink,black
edible,none,broad,pink,black
edible,none,broad,white,black
edible,none,broad,white,black
edible,none,broad,brown,brown
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,purple,brown
edible,none,broad,purple,black
edible,none,broad,brown,brown
edible,none,broad,purple,brown
edible,none,broad,pink,brown
edible,none,broad,white,brown
edible,none,broad,purple,black
edible,none,broad,pink,brown
edible,none,broad,pink,black
edible,none,broad,white,black
edible,none,broad,brown,brown
edible,none,broad,purple,brown
edible,none,broad,pink,black
edible,none,broad,pink,brown
edible,none,broad,purple,black
edible,none,broad,brown,brown
edible,none,broad,pink,brown
edible,none,broad,brown,brown
edible,none,broad,brown,black
edible,none,broad,brown,black
edible,none,broad,white,brown
edible,none,broad,white,black
edible,none,broad,purple,black
edible,none,broad,brown,brown
edible,none,broad,white,brown
edible,none,broad,purple,brown
edible,none,broad,purple,black
edible,none,broad,purple,brown
edible,none,broad,brown,brown
edible,none,broad,white,black
edible,none,broad,pink,brown
edible,none,broad,purple,brown
edible,none,broad,brown,black
edible,none,broad,purple,black
edible,none,broad,white,black
edible,none,broad,purple,brown
edible,none,broad,white,brown
edible,none,broad,purple,black
edible,none,broad,purple,black
edible,none,broad,white,brown
edible,none,broad,pink,black
edible,none,broad,purple,brown
edible,none,broad,purple,brown
edible,none,broad,pink,brown
edible,none,broad,purple,brown
edible,none,broad,white,brown
edible,none,broad,purple,black
edible,none,broad,white,black
edible,none,broad,white,black
edible,none,broad,white,black
edible,none,broad,white,brown
edible,none,broad,pink,black
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,white,black
edible,none,broad,pink,brown
edible,none,broad,brown,brown
edible,none,broad,purple,black
edible,none,broad,purple,black
edible,none,broad,brown,black
edible,none,broad,brown,black
edible,none,broad,white,black
edible,none,broad,purple,brown
edible,none,broad,brown,black
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,purple,brown
poisonous,foul,broad,pink,chocolate
poisonous,creosote,narrow,gray,black
edible,none,broad,purple,brown
edible,none,broad,purple,brown
edible,none,broad,pink,black
edible,none,broad,pink,black
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,white,brown
edible,none,broad,purple,black
edible,none,broad,purple,brown
poisonous,creosote,narrow,pink,brown
edible,none,broad,purple,brown
edible,none,broad,purple,black
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
edible,none,broad,pink,brown
edible,none,broad,brown,black
edible,none,broad,white,black
edible,none,broad,white,black
edible,none,broad,white,brown
edible,none,broad,purple,brown
edible,none,broad,white,brown
edible,none,broad,pink,black
poisonous,creosote,narrow,purple,black
poisonous,foul,broad,gray,chocolate
edible,none,broad,pink,brown
edible,none,broad,white,black
edible,none,broad,white,black
edible,none,broad,white,brown
edible,none,broad,purple,black
edible,none,broad,white,brown
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,white,brown
edible,none,broad,pink,brown
poisonous,creosote,narrow,pink,brown
edible,none,broad,pink,black
edible,none,broad,pink,black
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,broad,purple,black
edible,none,broad,pink,black
edible,none,broad,white,brown
edible,none,broad,pink,brown
edible,none,broad,brown,black
poisonous,creosote,narrow,brown,brown
edible,none,broad,pink,black
edible,none,broad,purple,black
edible,none,broad,pink,black
